city,state_name,lat,lng
Frederickson,Washington,47.0914,-122.3594
Willoughby,Ohio,41.646,-81.4084
Mustang,Oklahoma,35.3917,-97.7246
Patterson,California,37.4758,-121.1535
Gallup,New Mexico,35.5183,-108.7423
Radcliff,Kentucky,37.8206,-85.9366
West Rancho Dominguez,California,33.9057,-118.2682
Blue Island,Illinois,41.6578,-87.6812
Crystal,Minnesota,45.0377,-93.3599
Belton,Texas,31.0525,-97.479
Pace,Florida,30.6187,-87.1667
Marshall,Texas,32.537,-94.3515
Laguna Beach,California,33.5448,-117.7612
Webster Groves,Missouri,38.5866,-90.3544
Acworth,Georgia,34.0566,-84.6715
Griffin,Georgia,33.2418,-84.2747
Willowbrook,California,33.9199,-118.2362
Morton Grove,Illinois,42.0423,-87.789
Keene,New Hampshire,42.9494,-72.2997
Marina,California,36.6812,-121.7895
Solon,Ohio,41.3864,-81.4401
New Brighton,Minnesota,45.0658,-93.206
Mandan,North Dakota,46.829,-100.887
Pittsburg,Kansas,37.4129,-94.6984
Elizabeth City,North Carolina,36.2943,-76.2361
Harriman,Tennessee,35.9307,-84.5602
Ives Estates,Florida,25.9632,-80.183
Greenfield,Massachusetts,42.614,-72.5985
Fairhope,Alabama,30.5217,-87.8815
Cottage Lake,Washington,47.7466,-122.0755
Machesney Park,Illinois,42.3666,-89.0266
Braidwood,Illinois,41.2696,-88.2235
Hurricane,Utah,37.1487,-113.3517
Trussville,Alabama,33.6404,-86.5819
Waynesboro,Virginia,38.0674,-78.9014
Johnston,Iowa,41.6857,-93.7173
Corcoran,California,36.0839,-119.561
Meadville,Pennsylvania,41.6476,-80.1468
Landover,Maryland,38.9241,-76.8875
Happy Valley,Oregon,45.4362,-122.5077
East Peoria,Illinois,40.6734,-89.5419
Hopewell,Virginia,37.2915,-77.2985
Fort Walton Beach,Florida,30.4249,-86.6194
Nixa,Missouri,37.0453,-93.296
Clinton,Utah,41.1395,-112.0656
Munster,Indiana,41.5469,-87.504
Christiansburg,Virginia,37.1411,-80.4028
Anthem,Arizona,33.856,-112.1168
Roselle,Illinois,41.9807,-88.0861
Garden City,New York,40.7266,-73.6447
The Crossings,Florida,25.6708,-80.4018
Warrensburg,Missouri,38.7627,-93.726
Kihei,Hawaii,20.7653,-156.4454
Union City,Georgia,33.5941,-84.5629
Millbrae,California,37.5994,-122.4023
Florida Ridge,Florida,27.5805,-80.3848
Silver Firs,Washington,47.8635,-122.1497
Dolton,Illinois,41.6284,-87.5979
Duncan,Oklahoma,34.5424,-97.919
Brent,Florida,30.4729,-87.2496
Northfield,Minnesota,44.455,-93.1698
Highland,Indiana,41.5485,-87.4587
Sequim,Washington,48.0746,-123.0944
Prairie Village,Kansas,38.9874,-94.6361
Kuna,Idaho,43.4869,-116.3986
Coralville,Iowa,41.699,-91.5967
Fort Mill,South Carolina,35.0062,-80.9388
Rose Hill,Virginia,38.7872,-77.1085
Hudson,Ohio,41.2399,-81.4408
Lutz,Florida,28.1396,-82.4467
Taylors,South Carolina,34.9157,-82.3124
Roanoke Rapids,North Carolina,36.4452,-77.6491
Vega Baja,Puerto Rico,18.441,-66.3993
Raymore,Missouri,38.8029,-94.4583
Ensley,Florida,30.5261,-87.2735
Fremont,Ohio,41.3536,-83.1148
Mukwonago,Wisconsin,42.8566,-88.3269
Watertown,South Dakota,44.9094,-97.1531
East Patchogue,New York,40.7704,-72.9817
Lebanon,Oregon,44.5317,-122.9071
Pickerington,Ohio,39.889,-82.7678
Lexington,South Carolina,33.989,-81.2202
Arvin,California,35.1944,-118.8306
Lino Lakes,Minnesota,45.1679,-93.083
Augusta,Maine,44.3341,-69.7319
Milford,Delaware,38.9091,-75.4224
Shelbyville,Tennessee,35.4987,-86.4516
Corinth,Texas,33.1435,-97.0681
Naples,Florida,26.1504,-81.7936
West Carson,California,33.8229,-118.2931
Maple Heights,Ohio,41.4094,-81.5625
Lealman,Florida,27.8197,-82.6847
Chester,Virginia,37.3531,-77.4342
Gardner,Kansas,38.8158,-94.93
Union Hill-Novelty Hill,Washington,47.6788,-122.0284
Hayesville,Oregon,44.9794,-122.9739
Siloam Springs,Arkansas,36.1844,-94.5318
Piqua,Ohio,40.1505,-84.2441
Fish Hawk,Florida,27.8511,-82.2164
Port Hueneme,California,34.1617,-119.2036
Lakeside,California,32.856,-116.904
Summit,New Jersey,40.7154,-74.3647
Secaucus,New Jersey,40.781,-74.0659
Golden Valley,Minnesota,44.9901,-93.3591
Jasmine Estates,Florida,28.293,-82.6907
Mount Vernon,Ohio,40.3854,-82.4734
Bloomington,California,34.0601,-117.4013
Camp Springs,Maryland,38.8052,-76.9198
Lennox,California,33.938,-118.3586
Roselle,New Jersey,40.6527,-74.2599
Geneva,Illinois,41.8832,-88.3242
Sunny Isles Beach,Florida,25.9385,-80.1246
Rancho San Diego,California,32.7624,-116.9197
Massapequa,New York,40.6676,-73.4706
Bloomingdale,Illinois,41.9497,-88.0895
Shafter,California,35.4794,-119.2013
Eastmont,Washington,47.8968,-122.1817
Katy,Texas,29.7904,-95.8353
Brownwood,Texas,31.7127,-98.9767
Del City,Oklahoma,35.4483,-97.4408
Jacksonville,Illinois,39.7292,-90.2318
North Bay Shore,New York,40.7601,-73.2618
Silverdale,Washington,47.6663,-122.6828
Kapolei,Hawaii,21.3403,-158.0665
Allendale,Michigan,42.9851,-85.9509
Darien,Illinois,41.7447,-87.9823
Perrysburg,Ohio,41.5377,-83.6413
Lewistown,Pennsylvania,40.5964,-77.573
Hamtramck,Michigan,42.3954,-83.056
La Porte,Indiana,41.6077,-86.7136
Clarksville,Indiana,38.3221,-85.7673
New Castle,Indiana,39.919,-85.3697
Bellview,Florida,30.462,-87.312
Biddeford,Maine,43.4674,-70.4512
McNair,Virginia,38.9513,-77.4116
Villa Park,Illinois,41.8864,-87.9779
Fernley,Nevada,39.5611,-119.1926
Elkridge,Maryland,39.1941,-76.7427
Mukilteo,Washington,47.9096,-122.3035
Atoka,Tennessee,35.4239,-89.7861
Prichard,Alabama,30.7735,-88.1301
Hays,Kansas,38.8815,-99.3218
Birmingham,Michigan,42.5447,-83.2166
Easley,South Carolina,34.819,-82.5828
Brambleton,Virginia,38.9802,-77.5323
Mountlake Terrace,Washington,47.7921,-122.3076
Ramona,California,33.0474,-116.8767
Owosso,Michigan,42.9955,-84.176
King of Prussia,Pennsylvania,40.0963,-75.382
DeBary,Florida,28.8815,-81.324
Eustis,Florida,28.856,-81.6781
South Euclid,Ohio,41.5239,-81.5245
South Holland,Illinois,41.5977,-87.6022
Palm Valley,Florida,30.2011,-81.3949
North Plainfield,New Jersey,40.6209,-74.4386
Ashland,Oregon,42.1905,-122.6992
Sapulpa,Oklahoma,36.0089,-96.1006
Duarte,California,34.161,-117.9504
Marietta,Ohio,39.4241,-81.4465
Battle Ground,Washington,45.7765,-122.5413
Stephenville,Texas,32.2148,-98.2205
Amsterdam,New York,42.942,-74.1907
Oxford,Alabama,33.5967,-85.8687
Park Forest,Illinois,41.4817,-87.6868
Evans,Colorado,40.366,-104.7389
Alexandria,Minnesota,45.8777,-95.3766
Fort Atkinson,Wisconsin,42.9253,-88.8441
Hazel Dell,Washington,45.6797,-122.6553
Carrboro,North Carolina,35.926,-79.0878
Bardstown,Kentucky,37.8174,-85.4548
East Ridge,Tennessee,34.9973,-85.2284
Elko,Nevada,40.8387,-115.7674
Covington,Washington,47.3668,-122.1044
Gaffney,South Carolina,35.0742,-81.6558
Sun Valley,Nevada,39.6106,-119.7765
Sidney,Ohio,40.2891,-84.1667
Bonney Lake,Washington,47.1791,-122.17
Dickinson,Texas,29.4546,-95.0583
Martha Lake,Washington,47.8479,-122.2327
Bothell West,Washington,47.8056,-122.2401
Arnold,Missouri,38.4296,-90.3733
Ballenger Creek,Maryland,39.3807,-77.4205
Rolla,Missouri,37.9458,-91.7608
West Pensacola,Florida,30.4263,-87.2679
Harvey,Louisiana,29.8876,-90.0666
Johnstown,Colorado,40.3499,-104.9481
Cockeysville,Maryland,39.4793,-76.63
Pleasant Prairie,Wisconsin,42.5266,-87.8895
Shelbyville,Indiana,39.535,-85.7792
Sweetwater,Florida,25.7786,-80.376
St. Andrews,South Carolina,34.051,-81.1057
Milwaukie,Oregon,45.4447,-122.6221
Bryant,Arkansas,34.6152,-92.4914
Salmon Creek,Washington,45.7099,-122.6632
Kill Devil Hills,North Carolina,36.0167,-75.6699
North Salt Lake,Utah,40.8439,-111.9187
Apollo Beach,Florida,27.7618,-82.4002
Guayama,Puerto Rico,17.9744,-66.1104
Cornelia,Georgia,34.517,-83.531
Suwanee,Georgia,34.0506,-84.0687
New Hope,Minnesota,45.0374,-93.3869
Wade Hampton,South Carolina,34.8821,-82.3336
Green Valley,Arizona,31.8436,-111.0174
Mill Creek,Washington,47.8631,-122.2037
Universal City,Texas,29.5521,-98.3074
Montclair,Virginia,38.6111,-77.34
Lorton,Virginia,38.6984,-77.2163
Clemmons,North Carolina,36.0319,-80.3861
Rosamond,California,34.8658,-118.2154
Bear,Delaware,39.6188,-75.6804
Dyersburg,Tennessee,36.0465,-89.3777
Oneida,New York,43.0769,-75.6621
Hunters Creek,Florida,28.3611,-81.4357
Holiday,Florida,28.1864,-82.7429
Louisville,Colorado,39.9709,-105.1441
Dixon,California,38.4468,-121.8249
Murray,Kentucky,36.6146,-88.3206
Golden,Colorado,39.7406,-105.2118
Olean,New York,42.0819,-78.4321
Clifton,Colorado,39.0763,-108.4606
Grayslake,Illinois,42.3402,-88.0338
North Bellmore,New York,40.6904,-73.539
Palisades Park,New Jersey,40.8472,-73.9967
South Milwaukee,Wisconsin,42.912,-87.8627
Gardner,Massachusetts,42.5845,-71.9867
Havelock,North Carolina,34.9078,-76.8987
Lake Ronkonkoma,New York,40.8308,-73.1112
Lebanon,Ohio,39.4251,-84.2135
East Moline,Illinois,41.5199,-90.3879
Norwalk,Ohio,41.2443,-82.6088
Yorkville,Illinois,41.6562,-88.4507
Logansport,Indiana,40.7472,-86.3519
Dublin,Georgia,32.5359,-82.928
North Ogden,Utah,41.3123,-111.9585
South El Monte,California,34.0493,-118.0484
Lynn Haven,Florida,30.2337,-85.637
Ferguson,Missouri,38.749,-90.295
Arlington,Washington,48.1698,-122.1443
Willmar,Minnesota,45.122,-95.0569
Alice,Texas,27.7556,-98.0653
Swansboro,North Carolina,34.6958,-77.1368
Murphy,Texas,33.0186,-96.6105
Culpeper,Virginia,38.4705,-78.0001
Ozark,Missouri,37.0361,-93.2155
American Canyon,California,38.1796,-122.2583
Papillion,Nebraska,41.1516,-96.0679
The Dalles,Oregon,45.6053,-121.1818
Columbia Heights,Minnesota,45.0484,-93.2472
Barre,Vermont,44.1997,-72.5083
Amherst Center,Massachusetts,42.3757,-72.5188
Crest Hill,Illinois,41.5723,-88.1124
Punta Gorda,Florida,26.8933,-82.0516
Neabsco,Virginia,38.6083,-77.2847
Newton,Kansas,38.0368,-97.3451
Poplar Bluff,Missouri,36.7632,-90.4136
Ennis,Texas,32.3255,-96.635
Tukwila,Washington,47.4749,-122.2727
Prunedale,California,36.8064,-121.6555
Lomita,California,33.7933,-118.3175
Payson,Utah,40.036,-111.7395
Mountain Brook,Alabama,33.4871,-86.74
Glassboro,New Jersey,39.7014,-75.1113
Bayshore Gardens,Florida,27.4345,-82.5794
Ashland,Ohio,40.8668,-82.3156
Shelton,Washington,47.2186,-123.112
Shenandoah,Louisiana,30.4019,-91.002
Cherry Hill,Virginia,38.5696,-77.2895
Henderson,North Carolina,36.3259,-78.4155
Linda,California,39.1241,-121.5421
Agoura Hills,California,34.151,-118.7608
East Hemet,California,33.7301,-116.941
Libertyville,Illinois,42.287,-87.967
Durango,Colorado,37.2659,-107.8782
East Northport,New York,40.8792,-73.3232
Howard,Wisconsin,44.5703,-88.092
Monmouth,Oregon,44.8505,-123.2283
Ypsilanti,Michigan,42.2437,-83.6205
Mokena,Illinois,41.5327,-87.8779
Pleasantville,New Jersey,39.39,-74.5169
Affton,Missouri,38.5499,-90.3264
Bartow,Florida,27.8868,-81.8213
Ashland,Kentucky,38.4592,-82.6449
Mead Valley,California,33.8333,-117.2852
Miamisburg,Ohio,39.6323,-84.2725
Merrick,New York,40.6515,-73.5535
Charleston,Illinois,39.4842,-88.1781
Germantown,Wisconsin,43.2343,-88.1217
Escanaba,Michigan,45.7477,-87.09
Selden,New York,40.8699,-73.0462
Bayou Cane,Louisiana,29.6244,-90.751
Mililani Mauka,Hawaii,21.4756,-157.9947
Snellville,Georgia,33.8563,-84.0038
Sulphur,Louisiana,30.2286,-93.3565
Harrison,New Jersey,40.7431,-74.1531
South St. Paul,Minnesota,44.8876,-93.0411
Oregon,Ohio,41.6528,-83.4322
Middleton,Wisconsin,43.1065,-89.5058
Ferndale,Michigan,42.4592,-83.1314
West Chester,Pennsylvania,39.9601,-75.6058
Forest Park,Georgia,33.6209,-84.359
La Cañada Flintridge,California,34.2097,-118.2002
Hauppauge,New York,40.8217,-73.2119
Safford,Arizona,32.8317,-109.7005
Rocky River,Ohio,41.4703,-81.8526
South San Jose Hills,California,34.0123,-117.9041
Elmwood Park,New Jersey,40.905,-74.1201
El Reno,Oklahoma,35.543,-97.966
Saco,Maine,43.539,-70.4624
Fairwood,Washington,47.4467,-122.143
Greenwood,Mississippi,33.5126,-90.1993
West St. Paul,Minnesota,44.9018,-93.0858
Valley,Alabama,32.8088,-85.1809
Orinda,California,37.8808,-122.1791
Helena,Alabama,33.2845,-86.8756
Cullman,Alabama,34.1777,-86.8407
Alamo,Texas,26.1811,-98.1177
Sand Springs,Oklahoma,36.1342,-96.1284
Vernal,Utah,40.4517,-109.5379
Laurinburg,North Carolina,34.7597,-79.4781
Painesville,Ohio,41.724,-81.2536
Sherwood,Oregon,45.3593,-122.8433
Lake Zurich,Illinois,42.1955,-88.087
West Hempstead,New York,40.6959,-73.6507
Rosedale,Maryland,39.3266,-76.5084
Ottawa,Illinois,41.3532,-88.8306
Meadowbrook,Virginia,37.4301,-77.474
Casa de Oro-Mount Helix,California,32.764,-116.9687
Lake Shore,Maryland,39.1029,-76.4876
Parma Heights,Ohio,41.3865,-81.7637
Old Jamestown,Missouri,38.8394,-90.2847
Norwood,Ohio,39.1605,-84.4535
Monroe,Washington,47.8595,-121.9852
Selma,Alabama,32.4166,-87.0336
Makakilo,Hawaii,21.3591,-158.0813
Tahlequah,Oklahoma,35.9116,-94.9773
Brockport,New York,43.2137,-77.9404
Rockport,Texas,28.029,-97.0722
Mesquite,Nevada,36.8035,-114.1325
Franconia,Virginia,38.7682,-77.1587
Front Royal,Virginia,38.926,-78.1838
West Mifflin,Pennsylvania,40.3581,-79.9072
Albany,California,37.8898,-122.3018
La Crescenta-Montrose,California,34.2322,-118.2353
Somerton,Arizona,32.6009,-114.699
Blythe,California,33.622,-114.6188
Horizon City,Texas,31.6799,-106.1903
Montgomery,Illinois,41.7237,-88.3631
Stillwater,Minnesota,45.0573,-92.8313
Eloy,Arizona,32.747,-111.5991
Brigham City,Utah,41.5034,-112.0454
Murrysville,Pennsylvania,40.4456,-79.6555
Brainerd,Minnesota,46.3553,-94.1982
Rio Rico,Arizona,31.4957,-110.9886
Central Falls,Rhode Island,41.89,-71.3934
Haslett,Michigan,42.7525,-84.402
Tullahoma,Tennessee,35.3721,-86.2173
Baldwin,Pennsylvania,40.369,-79.9668
Anna,Texas,33.347,-96.5503
Danville,Kentucky,37.6418,-84.7777
Langley Park,Maryland,38.9897,-76.9808
South Burlington,Vermont,44.4622,-73.2203
North Liberty,Iowa,41.7438,-91.611
Lake Butler,Florida,28.4868,-81.5453
Schofield Barracks,Hawaii,21.4936,-158.0617
Vincennes,Indiana,38.676,-87.5102
Sienna Plantation,Texas,29.4834,-95.5065
Holtsville,New York,40.8124,-73.0447
Abbeville,Louisiana,29.975,-92.1265
Bourbonnais,Illinois,41.183,-87.878
Syosset,New York,40.8156,-73.502
Matteson,Illinois,41.5095,-87.7468
Lynbrook,New York,40.6579,-73.6742
Lake Forest,Illinois,42.238,-87.8596
Angleton,Texas,29.1718,-95.4291
Castaic,California,34.4818,-118.6317
Canby,Oregon,45.2653,-122.6866
Wendell,North Carolina,35.7823,-78.3962
Frankfort,Illinois,41.4887,-87.8361
Laconia,New Hampshire,43.5724,-71.4775
Silverthorne,Colorado,39.656,-106.0867
Altamont,Oregon,42.1981,-121.7249
Sheridan,Wyoming,44.7962,-106.9643
Hermosa Beach,California,33.8654,-118.3966
Durant,Oklahoma,33.9957,-96.3938
Sylvania,Ohio,41.71,-83.7091
Corning,New York,42.147,-77.0561
Arbutus,Maryland,39.2428,-76.6922
White Oak,Ohio,39.2106,-84.6061
Morristown,New Jersey,40.7966,-74.4772
Pinole,California,37.9931,-122.2834
Erlanger,Kentucky,39.0109,-84.5864
Altoona,Iowa,41.6481,-93.4784
Bethany,Oklahoma,35.5072,-97.6417
Sherrelwood,Colorado,39.839,-105.0014
Mineola,New York,40.7469,-73.6392
Carlisle,Pennsylvania,40.1999,-77.2042
Stevenson Ranch,California,34.3894,-118.5885
Highland,Utah,40.4275,-111.7955
Liberal,Kansas,37.0466,-100.9295
Cameron Park,California,38.6737,-120.9872
Pinecrest,Florida,25.665,-80.3042
Evergreen Park,Illinois,41.7213,-87.7013
Tiffin,Ohio,41.1165,-83.1805
Mount Airy,North Carolina,36.5083,-80.6154
Broadview Heights,Ohio,41.3195,-81.6782
Westbrook,Maine,43.6954,-70.3539
Red Bluff,California,40.1735,-122.2413
Arcadia,Florida,27.2213,-81.8587
White Oak,Maryland,39.0433,-76.9906
Fox Crossing,Wisconsin,44.2229,-88.4763
McKeesport,Pennsylvania,40.3419,-79.8439
Bellaire,Texas,29.704,-95.4622
Troy,Alabama,31.8021,-85.9665
Onalaska,Wisconsin,43.8881,-91.2074
Lexington,North Carolina,35.8017,-80.2682
Springboro,Ohio,39.5612,-84.2348
Whitehall,Ohio,39.9682,-82.8833
Sartell,Minnesota,45.6187,-94.2207
Badger,Alaska,64.8006,-147.3877
Five Corners,Washington,45.6883,-122.5738
McAlester,Oklahoma,34.9262,-95.7698
La Follette,Tennessee,36.3718,-84.1256
Terrell,Texas,32.7341,-96.2939
Natchitoches,Louisiana,31.7317,-93.0979
Twinsburg,Ohio,41.322,-81.4451
Central Point,Oregon,42.3765,-122.911
Seminole,Florida,27.8435,-82.7839
Coldwater,Michigan,41.9465,-84.9989
St. John,Indiana,41.4431,-87.47
Point Pleasant,New Jersey,40.0772,-74.0702
Grandview,Washington,46.2444,-119.9091
Marshfield,Wisconsin,44.6627,-90.1728
Hawthorne,New Jersey,40.9579,-74.1581
Cimarron Hills,Colorado,38.8597,-104.6995
Alsip,Illinois,41.6701,-87.7368
Avon,Indiana,39.7603,-86.3917
Homewood,Illinois,41.5591,-87.661
Port Isabel,Texas,26.054,-97.2505
Bellwood,Illinois,41.8829,-87.8762
Marinette,Wisconsin,45.087,-87.6328
Bay City,Texas,28.9838,-95.9601
North Valley Stream,New York,40.684,-73.7077
Ansonia,Connecticut,41.3443,-73.0689
Deerfield,Illinois,42.1654,-87.8516
Westminster,Maryland,39.5796,-77.0066
Creve Coeur,Missouri,38.6621,-90.443
Seabrook,Maryland,38.9802,-76.8502
Berea,Ohio,41.3696,-81.8642
Cocoa,Florida,28.382,-80.7674
Moultrie,Georgia,31.1591,-83.7708
Avenel,New Jersey,40.5839,-74.272
Forest Park,Ohio,39.2861,-84.5259
Sudley,Virginia,38.7878,-77.4961
Anacortes,Washington,48.4878,-122.6292
Winthrop,Massachusetts,42.3751,-70.9847
Rancho Mirage,California,33.7634,-116.4271
Gibsonton,Florida,27.826,-82.3761
Lynden,Washington,48.9502,-122.4545
North Massapequa,New York,40.7031,-73.4678
Gautier,Mississippi,30.4106,-88.6568
Mayfield Heights,Ohio,41.5175,-81.4534
Breaux Bridge,Louisiana,30.2829,-91.9043
Hopkins,Minnesota,44.9261,-93.4056
Defiance,Ohio,41.281,-84.3661
Iron Mountain,Michigan,45.8275,-88.0599
Berea,Kentucky,37.5904,-84.2898
Altus,Oklahoma,34.6566,-99.3051
Bryn Mawr-Skyway,Washington,47.4949,-122.2411
Uvalde,Texas,29.2153,-99.7782
Brushy Creek,Texas,30.5125,-97.7388
Brook Park,Ohio,41.4036,-81.8219
North Amityville,New York,40.7005,-73.4118
Wallingford Center,Connecticut,41.4499,-72.8189
Sunnyside,Washington,46.3158,-120.0059
World Golf Village,Florida,29.9653,-81.4898
Sycamore,Illinois,41.9951,-88.6812
Franklin Farm,Virginia,38.9133,-77.3969
Chowchilla,California,37.1095,-120.2349
Brookfield,Illinois,41.8245,-87.847
Ronkonkoma,New York,40.804,-73.1258
Rutherford,New Jersey,40.8203,-74.1057
Merrifield,Virginia,38.8731,-77.2426
Newburyport,Massachusetts,42.8124,-70.8878
Idylwood,Virginia,38.8896,-77.2055
Kilgore,Texas,32.3979,-94.8603
Radford,Virginia,37.1229,-80.5587
Palestine,Texas,31.7544,-95.6471
Crawfordsville,Indiana,40.0428,-86.8975
Springfield,Tennessee,36.4943,-86.8709
Boerne,Texas,29.7844,-98.7289
Hyattsville,Maryland,38.9612,-76.9548
Lake Placid,Florida,27.2977,-81.3715
St. Michael,Minnesota,45.2014,-93.692
Maumelle,Arkansas,34.8522,-92.4
Niles,Ohio,41.1878,-80.753
Iselin,New Jersey,40.5702,-74.317
Menomonie,Wisconsin,44.8893,-91.9084
Trenton,Michigan,42.1394,-83.1929
Rutland,Vermont,43.6091,-72.9782
Imperial,California,32.839,-115.5719
Orange,Texas,30.121,-93.7616
Otsego,Minnesota,45.266,-93.62
Madison,Indiana,38.7581,-85.3974
St. Matthews,Kentucky,38.2497,-85.6383
Alton,Texas,26.2884,-98.3098
Cudahy,Wisconsin,42.9467,-87.8641
Round Lake,Illinois,42.3435,-88.1058
Oxon Hill,Maryland,38.7887,-76.9733
Manchester,Missouri,38.583,-90.5065
Beeville,Texas,28.4059,-97.7494
Cary,Illinois,42.2129,-88.2493
North Wilkesboro,North Carolina,36.1728,-81.139
North Aurora,Illinois,41.8083,-88.3413
Lithia Springs,Georgia,33.781,-84.6485
Bon Air,Virginia,37.5187,-77.5713
Bensenville,Illinois,41.9593,-87.9433
Eastlake,Ohio,41.6581,-81.4323
Beaver Dam,Wisconsin,43.469,-88.8308
Safety Harbor,Florida,28.008,-82.6964
Mattoon,Illinois,39.4775,-88.3624
Macomb,Illinois,40.4721,-90.6816
North Druid Hills,Georgia,33.8186,-84.3254
West Columbia,South Carolina,33.9931,-81.0932
Fayetteville,Georgia,33.45,-84.4709
Sunland Park,New Mexico,31.8194,-106.5943
Estelle,Louisiana,29.8447,-90.1021
Mountain House,California,37.774,-121.5452
San Carlos Park,Florida,26.4765,-81.8193
Zachary,Louisiana,30.6642,-91.1634
Kingsland,Georgia,30.8194,-81.7217
Marco Island,Florida,25.933,-81.6993
Huntington,Indiana,40.8815,-85.5053
Ingleside,Texas,27.87,-97.2077
Humacao,Puerto Rico,18.1519,-65.8204
Wantagh,New York,40.6686,-73.5104
Lenoir,North Carolina,35.9096,-81.5247
Concord,Missouri,38.5117,-90.3574
Easton,Maryland,38.776,-76.0702
Burke Centre,Virginia,38.7903,-77.2999
Perry,Georgia,32.4719,-83.7282
Hannibal,Missouri,39.7097,-91.3939
Menasha,Wisconsin,44.2124,-88.4272
Oak Grove,Oregon,45.4156,-122.6349
Scarsdale,New York,40.9902,-73.7773
Brenham,Texas,30.1585,-96.3964
Ocean Springs,Mississippi,30.4082,-88.7861
Dallas,Oregon,44.9222,-123.3131
Woodcrest,California,33.8789,-117.3686
White Settlement,Texas,32.7554,-97.4605
Five Forks,South Carolina,34.8069,-82.2271
Knightdale,North Carolina,35.7918,-78.4955
Shenandoah,Pennsylvania,40.8167,-76.2004
Ada,Oklahoma,34.7683,-96.6689
Crossville,Tennessee,35.9527,-85.0294
Beltsville,Maryland,39.0394,-76.9211
Colonia,New Jersey,40.5929,-74.3151
Moraga,California,37.8439,-122.1225
Midway,Florida,30.4138,-87.0261
Steubenville,Ohio,40.3653,-80.652
Tavares,Florida,28.7921,-81.7353
Belgrade,Montana,45.7796,-111.1751
Takoma Park,Maryland,38.981,-77.0028
Dover,New Jersey,40.8859,-74.5597
Lackawanna,New York,42.8182,-78.8326
Melville,New York,40.7823,-73.4088
Wailuku,Hawaii,20.8834,-156.5059
Buckhall,Virginia,38.725,-77.4472
El Dorado,Arkansas,33.2184,-92.664
Valle Vista,California,33.7436,-116.8872
Cedar Mill,Oregon,45.5355,-122.8006
Albert Lea,Minnesota,43.6547,-93.3642
Madison,New Jersey,40.7586,-74.417
Maitland,Florida,28.6295,-81.3717
Gretna,Louisiana,29.9101,-90.0515
Greenfield,California,36.3232,-121.2451
Hinsdale,Illinois,41.8005,-87.9273
Santa Fe Springs,California,33.933,-118.0625
Franklin Park,Illinois,41.9361,-87.8794
Bethpage,New York,40.7495,-73.4856
East Massapequa,New York,40.6743,-73.4358
Kirksville,Missouri,40.1986,-92.5753
Nipomo,California,35.0323,-120.4991
Centerville,Utah,40.9284,-111.8849
Butner,North Carolina,36.1285,-78.7502
Salem,Ohio,40.9049,-80.8491
Tillmans Corner,Alabama,30.5818,-88.2128
Upper Grand Lagoon,Florida,30.169,-85.7407
Anoka,Minnesota,45.2099,-93.3893
Pinewood,Florida,25.8697,-80.2174
Laurel,Virginia,37.6375,-77.5062
Amesbury,Massachusetts,42.853,-70.9446
Marion,Illinois,37.7173,-88.9279
Tallmadge,Ohio,41.1023,-81.4216
Kingstowne,Virginia,38.7625,-77.1445
Nanuet,New York,41.0957,-74.0155
Dumont,New Jersey,40.9452,-73.9923
Maryland City,Maryland,39.1016,-76.8051
Shorewood,Illinois,41.5175,-88.2149
Vero Beach,Florida,27.6463,-80.393
Clemson,South Carolina,34.6837,-82.8124
Country Walk,Florida,25.6331,-80.4353
Spanish Lake,Missouri,38.7884,-90.2078
Lake Mary,Florida,28.7592,-81.3359
Manassas Park,Virginia,38.7719,-77.445
Woodmere,New York,40.6374,-73.7219
Lakeport,California,39.0392,-122.9218
Knik-Fairview,Alaska,61.4964,-149.6535
Martinsburg,West Virginia,39.4582,-77.9776
Tinton Falls,New Jersey,40.2709,-74.0948
South Houston,Texas,29.6611,-95.2285
Jenison,Michigan,42.9063,-85.8269
Redland,Maryland,39.1335,-77.1465
Burlington,Kentucky,39.0223,-84.7217
Godfrey,Illinois,38.9577,-90.2156
Pendleton,Oregon,45.6756,-118.8209
Taylor,Texas,30.5743,-97.4234
Pecan Grove,Texas,29.6235,-95.7331
Nederland,Texas,29.9707,-94.0015
Colonial Heights,Virginia,37.265,-77.3969
Stafford,Texas,29.6271,-95.5653
Willimantic,Connecticut,41.7153,-72.2173
Ocean Acres,New Jersey,39.743,-74.2804
La Marque,Texas,29.369,-94.9957
Versailles,Kentucky,38.0487,-84.7259
Morris,Illinois,41.3749,-88.4305
Lemont,Illinois,41.6695,-87.9836
Gainesville,Virginia,38.7931,-77.6347
Sayre,Pennsylvania,41.9855,-76.5207
Portland,Texas,27.8911,-97.3284
Lindenwold,New Jersey,39.8172,-74.9898
Clive,Iowa,41.6147,-93.798
Oneonta,New York,42.4551,-75.0666
Shippensburg,Pennsylvania,40.0484,-77.5227
Pampa,Texas,35.5479,-100.9651
McKinleyville,California,40.9488,-124.0857
Ferndale,Maryland,39.1869,-76.633
South Ogden,Utah,41.1722,-111.9577
Albemarle,North Carolina,35.3594,-80.1915
Coalinga,California,36.143,-120.3262
North Canton,Ohio,40.8742,-81.3971
La Vista,Nebraska,41.1816,-96.0666
Ashwaubenon,Wisconsin,44.4796,-88.0889
Dickson,Tennessee,36.064,-87.3668
North Adams,Massachusetts,42.6844,-73.1166
Waxhaw,North Carolina,34.9364,-80.7438
Massapequa Park,New York,40.6817,-73.4496
